global_sent_idx,word_idx,word,dep_length,dep_rel,pos,is_root
287,21,original,1,amod,ADJ,0
287,22,text,3,pobj,NOUN,0
287,23,leads,20,conj,VERB,0
287,24,him,1,dobj,PRON,0
287,25,to,1,aux,PART,0
287,26,adopt,3,xcomp,VERB,0
287,27,a,3,det,DET,0
287,28,somewhat,1,advmod,ADV,0
287,29,mannered,1,amod,ADJ,0
287,30,tone,4,dobj,NOUN,0
287,31,...,8,punct,PUNCT,0
287,32,that,2,nsubj,SCONJ,0
287,33,ultimately,1,advmod,ADV,0
287,34,dulls,11,ccomp,VERB,0
287,35,the,2,det,DET,0
287,36,human,1,amod,ADJ,0
287,37,tragedy,3,dobj,NOUN,0
287,38,at,1,prep,ADP,0
287,39,the,1,det,DET,0
287,40,story,2,poss,NOUN,0
287,41,'s,1,case,PART,0
287,42,core,4,pobj,NOUN,0
287,43,.,20,punct,PUNCT,0
288,0,Hard,0,ROOT,ADV,1
288,1,",",1,punct,PUNCT,0
288,2,endearing,2,conj,ADJ,0
288,3,",",1,punct,PUNCT,0
288,4,caring,2,conj,ADJ,0
288,5,",",1,punct,PUNCT,0
288,6,warm,2,conj,ADJ,0
288,7,.,7,punct,PUNCT,0
289,0,I,1,nsubj,PRON,0
289,1,have,0,ROOT,VERB,1
289,2,no,1,det,DET,0
289,3,problem,2,dobj,NOUN,0
289,4,with,1,prep,ADP,0
289,5,`,4,punct,PUNCT,0
289,6,`,3,punct,PUNCT,0
289,7,difficult,2,amod,ADJ,0
289,8,'',1,punct,PUNCT,0
289,9,movies,5,pobj,NOUN,0
289,10,",",1,punct,PUNCT,0
289,11,or,2,cc,CCONJ,0
289,12,movies,3,conj,NOUN,0
289,13,that,1,nsubj,PRON,0
289,14,ask,2,relcl,VERB,0
289,15,the,1,det,DET,0
289,16,audience,2,dobj,NOUN,0
289,17,to,1,aux,PART,0
289,18,meet,4,xcomp,VERB,0
289,19,them,1,dobj,PRON,0
289,20,halfway,2,advmod,ADV,0
289,21,and,3,cc,CCONJ,0
289,22,connect,4,conj,VERB,0
289,23,the,1,det,DET,0
289,24,dots,2,dobj,NOUN,0
289,25,instead,1,advmod,ADV,0
289,26,of,4,prep,ADP,0
289,27,having,1,pcomp,VERB,0
289,28,things,1,dobj,NOUN,0
289,29,all,1,appos,PRON,0
289,30,spelled,3,ccomp,VERB,0
289,31,out,1,prt,ADP,0
289,32,.,31,punct,PUNCT,0
290,0,The,1,det,DET,0
290,1,way,21,nsubj,NOUN,0
290,2,Coppola,1,nsubj,PROPN,0
290,3,professes,2,relcl,VERB,0
290,4,his,1,poss,PRON,0
290,5,love,2,dobj,NOUN,0
290,6,for,1,prep,ADP,0
290,7,movies,1,pobj,NOUN,0
290,8,--,7,punct,PUNCT,0
290,9,both,3,det,CCONJ,0
290,10,colorful,2,amod,ADJ,0
290,11,pop,1,compound,NOUN,0
290,12,junk,11,appos,NOUN,0
290,13,and,1,cc,CCONJ,0
290,14,the,1,det,DET,0
290,15,classics,3,conj,NOUN,0
290,16,that,2,nsubj,PRON,0
290,17,unequivocally,1,advmod,ADV,0
290,18,qualify,3,relcl,VERB,0
290,19,as,1,prep,ADP,0
290,20,art,1,pobj,NOUN,0
290,21,--,20,punct,PUNCT,0
290,22,is,0,ROOT,AUX,1
290,23,giddily,1,advmod,ADV,0
290,24,entertaining,2,acomp,ADJ,0
290,25,.,3,punct,PUNCT,0
291,0,Both,3,preconj,CCONJ,0
291,1,the,2,det,DET,0
291,2,crime,1,compound,NOUN,0
291,3,story,5,nsubj,NOUN,0
291,4,and,1,cc,CCONJ,0
291,5,the,2,det,DET,0
291,6,love,1,compound,NOUN,0
291,7,story,4,conj,NOUN,0
291,8,are,0,ROOT,AUX,1
291,9,unusual,1,acomp,ADJ,0
291,10,.,2,punct,PUNCT,0
292,0,It,1,nsubj,PRON,0
292,1,'s,0,ROOT,AUX,1
292,2,never,1,neg,ADV,0
292,3,a,2,det,DET,0
292,4,good,1,amod,ADJ,0
292,5,sign,4,attr,NOUN,0
292,6,when,5,advmod,SCONJ,0
292,7,a,1,det,DET,0
292,8,film,2,poss,NOUN,0
292,9,'s,1,case,PART,0
292,10,star,1,nsubj,NOUN,0
292,11,spends,10,advcl,VERB,0
292,12,the,1,det,DET,0
292,13,entirety,2,dobj,NOUN,0
292,14,of,1,prep,ADP,0
292,15,the,1,det,DET,0
292,16,film,2,pobj,NOUN,0
292,17,in,6,prep,ADP,0
292,18,a,1,det,DET,0
292,19,coma,2,pobj,NOUN,0
292,20,.,19,punct,PUNCT,0
293,0,A,3,det,DET,0
293,1,creaky,2,amod,NOUN,0
293,2,staircase,1,compound,NOUN,0
293,3,gothic,0,ROOT,NOUN,1
293,4,.,1,punct,PUNCT,0
294,0,If,2,mark,SCONJ,0
294,1,there,1,expl,PRON,0
294,2,'s,14,advcl,VERB,0
294,3,a,1,det,DET,0
294,4,way,2,attr,NOUN,0
294,5,to,2,aux,PART,0
294,6,effectively,1,advmod,ADV,0
294,7,teach,3,relcl,VERB,0
294,8,kids,1,dobj,NOUN,0
294,9,about,2,prep,ADP,0
294,10,the,1,det,DET,0
294,11,dangers,2,pobj,NOUN,0
294,12,of,1,prep,ADP,0
294,13,drugs,1,pobj,NOUN,0
294,14,",",2,punct,PUNCT,0
294,15,I,1,nsubj,PRON,0
294,16,think,0,ROOT,VERB,1
294,17,it,1,nsubj,PRON,0
294,18,'s,2,ccomp,AUX,0
294,19,in,1,prep,ADP,0
294,20,projects,1,pobj,NOUN,0
294,21,like,1,prep,ADP,0
294,22,the,7,det,DET,0
294,23,(,4,punct,PUNCT,0
294,24,unfortunately,3,advmod,ADV,0
294,25,R,2,npadvmod,NOUN,0
294,26,-,1,punct,PUNCT,0
294,27,rated,2,amod,VERB,0
294,28,),1,punct,PUNCT,0
294,29,Paid,8,pobj,VERB,0
294,30,.,14,punct,PUNCT,0
295,0,If,2,mark,SCONJ,0
295,1,you,1,nsubj,PRON,0
295,2,'re,23,advcl,AUX,0
295,3,a,2,det,DET,0
295,4,WWF,1,compound,PROPN,0
295,5,fan,3,attr,NOUN,0
295,6,",",4,punct,PUNCT,0
295,7,or,5,cc,CCONJ,0
295,8,you,1,nsubj,PRON,0
295,9,related,7,conj,VERB,0
295,10,to,1,prep,ADP,0
295,11,the,1,det,DET,0
295,12,people,2,pobj,NOUN,0
295,13,who,1,nsubj,PRON,0
295,14,watched,2,relcl,VERB,0
295,15,the,1,det,DET,0
295,16,robots,2,dobj,NOUN,0
295,17,getting,1,auxpass,AUX,0
295,18,butchered,2,acl,VERB,0
295,19,in,1,prep,ADP,0
295,20,A.I.,1,pobj,PROPN,0
295,21,",",4,punct,PUNCT,0
295,22,you,3,nsubj,PRON,0
295,23,'ll,2,aux,AUX,0
295,24,probably,1,advmod,ADV,0
295,25,like,0,ROOT,VERB,1
295,26,Rollerball,1,dobj,PROPN,0
295,27,.,2,punct,PUNCT,0
296,0,Norton,1,nsubj,PROPN,0
296,1,holds,0,ROOT,VERB,1
296,2,the,1,det,DET,0
296,3,film,2,dobj,NOUN,0
296,4,together,3,advmod,ADV,0
296,5,.,4,punct,PUNCT,0
297,0,A,2,det,DET,0
297,1,breathtaking,1,amod,ADJ,0
297,2,adventure,6,nsubj,NOUN,0
297,3,for,1,prep,ADP,0
297,4,all,1,det,DET,0
297,5,ages,2,pobj,NOUN,0
297,6,",",2,punct,PUNCT,0
297,7,Spirit,1,nsubj,PROPN,0
297,8,tells,0,ROOT,VERB,1
297,9,its,4,poss,PRON,0
297,10,poignant,3,nmod,NOUN,0
297,11,and,1,cc,CCONJ,0
297,12,uplifting,2,conj,NOUN,0
297,13,story,5,dobj,NOUN,0
297,14,in,6,prep,ADP,0
297,15,a,2,det,DET,0
297,16,stunning,1,amod,ADJ,0
297,17,fusion,3,pobj,NOUN,0
297,18,of,1,prep,ADP,0
297,19,music,1,pobj,NOUN,0
297,20,and,1,cc,CCONJ,0
297,21,images,2,conj,NOUN,0
297,22,.,14,punct,PUNCT,0
298,0,It,3,nsubj,PRON,0
298,1,wo,2,aux,AUX,0
298,2,n't,1,neg,PART,0
298,3,bust,0,ROOT,VERB,1
298,4,your,1,poss,PRON,0
298,5,gut,2,dobj,NOUN,0
298,6,--,3,punct,PUNCT,0
298,7,and,4,cc,CCONJ,0
298,8,it,3,nsubjpass,PRON,0
298,9,'s,2,auxpass,AUX,0
298,10,not,1,neg,PART,0
298,11,intended,8,conj,VERB,0
298,12,to,3,aux,PART,0
298,13,--,2,punct,PUNCT,0
298,14,it,1,nsubj,PRON,0
298,15,'s,4,xcomp,AUX,0
298,16,merely,1,advmod,ADV,0
298,17,a,4,det,DET,0
298,18,blandly,1,advmod,ADV,0
298,19,cinematic,2,amod,ADJ,0
298,20,surgical,1,amod,ADJ,0
298,21,examination,6,attr,NOUN,0
298,22,of,1,prep,ADP,0
298,23,what,1,nsubj,PRON,0
298,24,makes,2,pcomp,VERB,0
298,25,a,1,det,DET,0
298,26,joke,2,nsubj,NOUN,0
298,27,a,1,det,DET,0
298,28,joke,4,dobj,NOUN,0
298,29,.,18,punct,PUNCT,0
299,0,Largely,5,advmod,ADV,0
299,1,a,4,det,DET,0
299,2,for,3,nmod,ADP,0
299,3,-,1,punct,PUNCT,0
299,4,fans,2,pobj,NOUN,0
299,5,artifact,0,ROOT,NOUN,1
299,6,.,1,punct,PUNCT,0
300,0,A,1,det,DET,0
300,1,movie,0,ROOT,NOUN,1
300,2,so,1,advmod,ADV,0
300,3,bad,2,amod,ADJ,0
300,4,that,3,mark,SCONJ,0
300,5,it,2,nsubj,PRON,0
300,6,quickly,1,advmod,ADV,0
300,7,enters,4,ccomp,VERB,0
300,8,the,1,det,DET,0
300,9,pantheon,2,dobj,NOUN,0
300,10,of,1,prep,ADP,0
300,11,wreckage,1,pobj,NOUN,0
300,12,that,1,nsubj,PRON,0
300,13,includes,4,relcl,VERB,0
300,14,Battlefield,1,compound,PROPN,0
300,15,Earth,2,dobj,PROPN,0
300,16,and,1,cc,CCONJ,0
300,17,Showgirls,2,conj,PROPN,0
300,18,.,17,punct,PUNCT,0
301,0,If,2,mark,SCONJ,0
301,1,you,1,nsubj,PRON,0
301,2,'re,4,advcl,AUX,0
301,3,over,1,prep,ADP,0
301,4,25,1,pobj,NUM,0
301,5,",",1,punct,PUNCT,0
301,6,have,15,advcl,VERB,0
301,7,an,1,det,DET,0
301,8,IQ,2,dobj,NOUN,0
301,9,over,3,prep,ADP,0
301,10,90,1,pobj,NUM,0
301,11,",",5,punct,PUNCT,0
301,12,and,6,cc,CCONJ,0
301,13,have,7,conj,VERB,0
301,14,a,1,det,DET,0
301,15,driver,2,poss,NOUN,0
301,16,'s,1,case,PART,0
301,17,license,4,dobj,NOUN,0
301,18,",",3,punct,PUNCT,0
301,19,you,2,nsubj,PRON,0
301,20,should,1,aux,AUX,0
301,21,be,0,ROOT,AUX,1
301,22,able,1,acomp,ADJ,0
301,23,to,1,aux,PART,0
301,24,find,2,xcomp,VERB,0
301,25,better,1,amod,ADJ,0
301,26,entertainment,2,dobj,NOUN,0
301,27,.,6,punct,PUNCT,0
302,0,A,2,det,DET,0
302,1,solid,1,amod,ADJ,0
302,2,piece,0,ROOT,NOUN,1
302,3,of,1,prep,ADP,0
302,4,journalistic,1,amod,ADJ,0
302,5,work,2,pobj,NOUN,0
302,6,that,1,nsubj,PRON,0
302,7,draws,2,relcl,VERB,0
302,8,a,1,det,DET,0
302,9,picture,2,dobj,NOUN,0
302,10,of,1,prep,ADP,0
302,11,a,1,det,DET,0
302,12,man,2,pobj,NOUN,0
302,13,for,4,prep,ADP,0
302,14,whom,1,pobj,PRON,0
302,15,political,1,amod,ADJ,0
302,16,expedience,1,nsubj,NOUN,0
302,17,became,5,relcl,VERB,0
302,18,a,3,det,DET,0
302,19,deadly,2,amod,ADJ,0
302,20,foreign,1,amod,ADJ,0
302,21,policy,4,attr,NOUN,0
302,22,.,20,punct,PUNCT,0
303,0,The,8,det,DET,0
303,1,doofus,7,nmod,NOUN,0
303,2,-,1,punct,PUNCT,0
303,3,on,2,prep,ADP,0
303,4,-,1,punct,PUNCT,0
303,5,the,2,det,DET,0
303,6,-,1,punct,PUNCT,0
303,7,loose,4,pobj,ADJ,0
303,8,banter,5,nsubj,NOUN,0
303,9,of,1,prep,ADP,0
303,10,Welcome,1,pobj,PROPN,0
303,11,to,3,prep,ADP,0
303,12,Collinwood,1,pobj,PROPN,0
303,13,has,0,ROOT,VERB,1
303,14,a,6,det,DET,0
303,15,cocky,5,amod,ADJ,0
303,16,",",4,punct,PUNCT,0
303,17,after,3,nmod,ADP,0
303,18,-,1,punct,PUNCT,0
303,19,hours,2,pobj,NOUN,0
303,20,loopiness,7,dobj,NOUN,0
303,21,to,1,prep,ADP,0
303,22,it,1,pobj,PRON,0
303,23,.,10,punct,PUNCT,0
304,0,It,1,nsubj,PRON,0
304,1,'s,0,ROOT,AUX,1
304,2,the,3,det,DET,0
304,3,funniest,2,amod,ADJ,0
304,4,American,1,amod,ADJ,0
304,5,comedy,4,attr,NOUN,0
304,6,since,1,prep,SCONJ,0
304,7,Graffiti,1,compound,PROPN,0
304,8,Bridge,2,pobj,PROPN,0
304,9,.,8,punct,PUNCT,0
305,0,Samuel,1,compound,PROPN,0
305,1,Beckett,1,nsubj,PROPN,0
305,2,applied,0,ROOT,VERB,1
305,3,to,1,prep,ADP,0
305,4,the,3,det,DET,0
305,5,Iranian,2,amod,ADJ,0
305,6,voting,1,compound,NOUN,0
305,7,process,4,pobj,NOUN,0
305,8,.,6,punct,PUNCT,0
306,0,A,7,det,DET,0
306,1,strangely,1,advmod,ADV,0
306,2,compelling,5,amod,ADJ,0
306,3,and,1,cc,CCONJ,0
306,4,brilliantly,1,advmod,ADV,0
306,5,acted,3,conj,VERB,0
306,6,psychological,1,amod,ADJ,0
306,7,drama,0,ROOT,NOUN,1
306,8,.,1,punct,PUNCT,0
307,0,Often,1,advmod,ADV,0
307,1,gruelling,0,ROOT,VERB,1
307,2,and,1,cc,CCONJ,0
307,3,heartbreaking,2,conj,VERB,0
307,4,to,1,prep,ADP,0
307,5,witness,1,pobj,NOUN,0
307,6,",",5,punct,PUNCT,0
307,7,but,6,cc,CCONJ,0
307,8,Seldahl,5,poss,PROPN,0
307,9,and,1,cc,CCONJ,0
307,10,Wollter,2,conj,PROPN,0
307,11,'s,1,case,PART,0
307,12,sterling,1,compound,NOUN,0
307,13,performances,1,nsubj,NOUN,0
307,14,raise,13,conj,VERB,0
307,15,this,1,dobj,PRON,0
307,16,far,1,advmod,ADV,0
307,17,above,3,prep,ADP,0
307,18,the,1,det,DET,0
307,19,level,2,pobj,NOUN,0
307,20,of,1,prep,ADP,0
307,21,the,4,det,DET,0
307,22,usual,3,amod,ADJ,0
307,23,maudlin,1,compound,NOUN,0
307,24,disease,1,compound,NOUN,0
307,25,movie,5,pobj,NOUN,0
307,26,.,12,punct,PUNCT,0
308,0,This,2,det,DET,0
308,1,enthralling,1,compound,VERB,0
308,2,documentary,2,nsubj,NOUN,0
308,3,...,1,punct,PUNCT,0
308,4,is,0,ROOT,AUX,1
308,5,at,1,prep,ADP,0
308,6,once,1,advmod,ADV,0
308,7,playful,2,pobj,ADJ,0
308,8,and,1,cc,CCONJ,0
308,9,haunting,2,conj,NOUN,0
308,10,",",6,punct,PUNCT,0
308,11,an,4,det,DET,0
308,12,in,2,nmod,ADP,0
308,13,-,1,punct,PUNCT,0
308,14,depth,1,compound,NOUN,0
308,15,portrait,11,attr,NOUN,0
308,16,of,1,prep,ADP,0
308,17,an,2,det,DET,0
308,18,iconoclastic,1,amod,ADJ,0
308,19,artist,3,pobj,NOUN,0
308,20,who,1,nsubj,PRON,0
308,21,was,2,relcl,AUX,0
308,22,fundamentally,1,advmod,ADV,0
308,23,unknowable,2,acomp,ADJ,0
308,24,even,1,advmod,ADV,0
308,25,to,2,prep,ADP,0
308,26,his,2,poss,PRON,0
308,27,closest,1,amod,ADJ,0
308,28,friends,3,pobj,NOUN,0
308,29,.,25,punct,PUNCT,0
309,0,I,3,nsubj,PRON,0
309,1,did,2,aux,AUX,0
309,2,n't,1,neg,PART,0
309,3,laugh,0,ROOT,VERB,1
309,4,at,1,prep,ADP,0
309,5,the,2,det,DET,0
309,6,ongoing,1,amod,ADJ,0
309,7,efforts,3,pobj,NOUN,0
309,8,of,1,prep,ADP,0
309,9,Cube,1,pobj,PROPN,0
309,10,",",7,punct,PUNCT,0
309,11,and,8,cc,CCONJ,0
309,12,his,2,poss,PRON,0
309,13,skinny,1,amod,ADJ,0
309,14,buddy,11,conj,NOUN,0
309,15,Mike,1,compound,PROPN,0
309,16,Epps,2,appos,PROPN,0
309,17,",",3,punct,PUNCT,0
309,18,to,1,aux,PART,0
309,19,make,16,xcomp,VERB,0
309,20,like,1,prep,ADP,0
309,21,Laurel,1,pobj,PROPN,0
309,22,and,1,cc,CCONJ,0
309,23,Hardy'n,2,conj,PROPN,0
309,24,the,1,det,DET,0
309,25,hood,2,dobj,NOUN,0
309,26,.,23,punct,PUNCT,0
310,0,At,0,ROOT,ADP,1
310,1,its,1,poss,PRON,0
310,2,best,2,pobj,ADJ,0
310,3,when,12,advmod,SCONJ,0
310,4,the,4,det,DET,0
310,5,guarded,3,amod,VERB,0
310,6,",",2,punct,PUNCT,0
310,7,resentful,1,amod,ADJ,0
310,8,Betty,7,nsubj,PROPN,0
310,9,and,1,cc,CCONJ,0
310,10,the,1,det,DET,0
310,11,manipulative,3,conj,ADJ,0
310,12,yet,1,cc,CCONJ,0
310,13,needy,1,amod,ADJ,0
310,14,Margot,3,conj,PROPN,0
310,15,are,15,advcl,AUX,0
310,16,front,1,acomp,ADJ,0
310,17,and,1,cc,CCONJ,0
310,18,center,2,conj,NOUN,0
310,19,.,19,punct,PUNCT,0
311,0,Ford,1,nsubj,PROPN,0
311,1,deserves,0,ROOT,VERB,1
311,2,to,2,aux,PART,0
311,3,be,1,auxpass,AUX,0
311,4,remembered,3,xcomp,VERB,0
311,5,at,1,prep,ADP,0
311,6,Oscar,1,compound,PROPN,0
311,7,time,2,pobj,NOUN,0
311,8,for,4,prep,ADP,0
311,9,crafting,1,pcomp,VERB,0
311,10,this,2,det,DET,0
311,11,wonderful,1,amod,ADJ,0
311,12,portrait,3,dobj,NOUN,0
311,13,of,1,prep,ADP,0
311,14,a,2,det,DET,0
311,15,conflicted,1,amod,ADJ,0
311,16,soldier,3,pobj,NOUN,0
311,17,.,16,punct,PUNCT,0
312,0,That,1,nsubj,PRON,0
312,1,is,0,ROOT,AUX,1
312,2,essentially,1,advmod,ADV,0
312,3,what,2,nsubj,PRON,0
312,4,'s,1,aux,AUX,0
312,5,missing,4,ccomp,VERB,0
312,6,from,1,prep,ADP,0
312,7,Blackboards,1,pobj,NOUN,0
312,8,--,7,punct,PUNCT,0
312,9,the,1,det,DET,0
312,10,sense,9,attr,NOUN,0
312,11,of,1,prep,ADP,0
312,12,something,1,pobj,PRON,0
312,13,bigger,1,amod,ADJ,0
312,14,",",2,punct,PUNCT,0
312,15,some,2,det,DET,0
312,16,ultimate,1,amod,ADJ,0
312,17,point,5,appos,NOUN,0
312,18,.,17,punct,PUNCT,0
313,0,It,1,nsubj,PRON,0
313,1,'s,0,ROOT,AUX,1
313,2,a,2,det,DET,0
313,3,bizarre,1,amod,ADJ,0
313,4,curiosity,3,attr,NOUN,0
313,5,memorable,1,amod,ADJ,0
313,6,mainly,1,advmod,ADV,0
313,7,for,6,prep,ADP,0
313,8,the,1,det,DET,0
313,9,way,2,pobj,NOUN,0
313,10,it,1,nsubj,PRON,0
313,11,fritters,2,relcl,VERB,0
313,12,away,1,advmod,ADV,0
313,13,its,4,poss,PRON,0
313,14,potentially,1,advmod,ADV,0
313,15,interesting,2,amod,ADJ,0
313,16,subject,1,compound,NOUN,0
313,17,matter,6,dobj,NOUN,0
313,18,via,9,prep,ADP,0
313,19,a,2,det,DET,0
313,20,banal,1,amod,ADJ,0
313,21,script,3,pobj,NOUN,0
313,22,",",1,punct,PUNCT,0
313,23,unimpressive,4,amod,ADJ,0
313,24,acting,3,amod,NOUN,0
313,25,and,1,cc,CCONJ,0
313,26,indifferent,2,conj,ADJ,0
313,27,direction,6,appos,NOUN,0
313,28,.,27,punct,PUNCT,0
314,0,While,5,mark,SCONJ,0
314,1,obviously,4,advmod,ADV,0
314,2,an,3,det,DET,0
314,3,extremely,1,advmod,ADV,0
314,4,personal,1,amod,ADJ,0
314,5,work,3,advcl,NOUN,0
314,6,",",2,punct,PUNCT,0
314,7,it,1,nsubj,PRON,0
314,8,remains,0,ROOT,VERB,1
314,9,inextricably,1,advmod,ADV,0
314,10,stuck,2,acomp,VERB,0
314,11,in,1,prep,ADP,0
314,12,an,3,det,DET,0
314,13,emotionally,1,advmod,ADV,0
314,14,unavailable,1,amod,ADJ,0
314,15,rut,4,pobj,NOUN,0
314,16,.,8,punct,PUNCT,0
315,0,A,8,det,DET,0
315,1,dim,7,nmod,NOUN,0
315,2,-,1,punct,PUNCT,0
315,3,witted,5,amod,ADJ,0
315,4,and,1,cc,CCONJ,0
315,5,lazy,2,conj,ADJ,0
315,6,spin,2,compound,NOUN,0
315,7,-,1,punct,PUNCT,0
315,8,off,10,advcl,NOUN,0
315,9,of,1,prep,ADP,0
315,10,the,4,det,DET,0
315,11,Animal,1,compound,PROPN,0
315,12,Planet,2,compound,PROPN,0
315,13,documentary,1,compound,NOUN,0
315,14,series,5,pobj,NOUN,0
315,15,",",3,punct,PUNCT,0
315,16,Crocodile,1,compound,PROPN,0
315,17,Hunter,1,nsubj,PROPN,0
315,18,is,0,ROOT,AUX,1
315,19,entertainment,1,compound,NOUN,0
315,20,opportunism,2,attr,NOUN,0
315,21,at,1,prep,ADP,0
315,22,its,2,poss,PRON,0
315,23,most,1,advmod,ADV,0
315,24,glaring,3,pobj,ADJ,0
315,25,.,7,punct,PUNCT,0
316,0,The,1,det,DET,0
316,1,good,1,nsubj,NOUN,0
316,2,is,0,ROOT,AUX,1
316,3,very,3,advmod,ADV,0
316,4,",",2,punct,PUNCT,0
316,5,very,1,advmod,ADV,0
316,6,good,4,acomp,ADJ,0
316,7,...,5,punct,PUNCT,0
316,8,The,1,det,DET,0
316,9,rest,1,nsubj,NOUN,0
316,10,runs,0,ROOT,VERB,1
316,11,from,1,prep,ADP,0
316,12,mildly,1,advmod,ADV,0
316,13,unimpressive,2,amod,ADJ,0
316,14,to,2,aux,PART,0
316,15,despairingly,1,advmod,ADV,0
316,16,awful,6,advcl,ADJ,0
316,17,.,7,punct,PUNCT,0
317,0,Methodical,13,advcl,ADJ,0
317,1,",",1,punct,PUNCT,0
317,2,measured,2,conj,ADJ,0
317,3,",",1,punct,PUNCT,0
317,4,and,2,cc,CCONJ,0
317,5,gently,1,advmod,ADV,0
317,6,tedious,4,conj,ADJ,0
317,7,in,1,prep,ADP,0
317,8,its,1,poss,PRON,0
317,9,comedy,2,pobj,NOUN,0
317,10,",",3,punct,PUNCT,0
317,11,Secret,1,compound,PROPN,0
317,12,Ballot,1,nsubj,PROPN,0
317,13,is,0,ROOT,AUX,1
317,14,a,3,det,DET,0
317,15,purposefully,1,advmod,ADV,0
317,16,reductive,1,amod,ADJ,0
317,17,movie,4,attr,NOUN,0
317,18,--,1,punct,PUNCT,0
317,19,which,2,nsubj,PRON,0
317,20,may,1,aux,AUX,0
317,21,be,4,relcl,AUX,0
317,22,why,2,advmod,SCONJ,0
317,23,it,1,nsubj,PRON,0
317,24,'s,3,ccomp,AUX,0
317,25,so,1,advmod,ADV,0
317,26,successful,2,acomp,ADJ,0
317,27,at,3,prep,ADP,0
317,28,lodging,1,pcomp,VERB,0
317,29,itself,1,dobj,PRON,0
317,30,in,2,prep,ADP,0
317,31,the,1,det,DET,0
317,32,brain,2,pobj,NOUN,0
317,33,.,20,punct,PUNCT,0
318,0,One,0,ROOT,NUM,1
318,1,of,1,prep,ADP,0
318,2,the,4,det,DET,0
318,3,most,1,advmod,ADV,0
318,4,exciting,2,amod,ADJ,0
318,5,action,1,compound,NOUN,0
318,6,films,5,pobj,NOUN,0
318,7,to,1,aux,PART,0
318,8,come,2,relcl,VERB,0
318,9,out,1,prep,ADP,0
318,10,of,1,prep,ADP,0
318,11,China,1,pobj,PROPN,0
318,12,in,4,prep,ADP,0
318,13,recent,1,amod,ADJ,0
318,14,years,2,pobj,NOUN,0
318,15,.,15,punct,PUNCT,0
319,0,Adam,1,compound,PROPN,0
319,1,Sandler,4,poss,PROPN,0
319,2,'s,1,case,PART,0
319,3,Eight,2,nummod,NUM,0
319,4,Crazy,1,compound,PROPN,0
319,5,Nights,1,nsubj,PROPN,0
319,6,grows,0,ROOT,VERB,1
319,7,on,1,prep,ADP,0
319,8,you,1,pobj,PRON,0
319,9,--,3,punct,PUNCT,0
319,10,like,4,prep,ADP,0
319,11,a,1,det,DET,0
319,12,rash,2,pobj,NOUN,0
319,13,.,7,punct,PUNCT,0
320,0,The,1,det,DET,0
320,1,film,1,nsubj,NOUN,0
320,2,feels,0,ROOT,VERB,1
320,3,formulaic,1,acomp,ADJ,0
320,4,",",2,punct,PUNCT,0
320,5,its,1,poss,PRON,0
320,6,plot,4,dobj,NOUN,0
320,7,and,1,cc,CCONJ,0
320,8,pacing,2,conj,VERB,0
320,9,typical,5,amod,ADJ,0
320,10,Hollywood,4,compound,PROPN,0
320,11,war,2,compound,NOUN,0
320,12,-,1,punct,PUNCT,0
320,13,movie,1,compound,NOUN,0
320,14,stuff,6,dobj,NOUN,0
320,15,",",13,punct,PUNCT,0
320,16,while,3,mark,SCONJ,0
320,17,the,1,det,DET,0
320,18,performances,1,nsubj,NOUN,0
320,19,elicit,17,advcl,VERB,0
320,20,more,1,advmod,ADJ,0
320,21,of,1,prep,ADP,0
320,22,a,1,det,DET,0
320,23,sense,2,pobj,NOUN,0
320,24,of,1,prep,ADP,0
320,25,deja,1,compound,NOUN,0
320,26,vu,2,pobj,NOUN,0
320,27,than,1,prep,ADP,0
320,28,awe,1,pobj,PROPN,0
320,29,.,27,punct,PUNCT,0
321,0,...,4,punct,PUNCT,0
321,1,pitiful,3,amod,ADJ,0
321,2,",",2,punct,PUNCT,0
321,3,slapdash,1,amod,ADJ,0
321,4,disaster,0,ROOT,NOUN,1
321,5,.,1,punct,PUNCT,0
322,0,As,2,mark,SCONJ,0
322,1,it,1,nsubj,PRON,0
322,2,stands,3,advcl,VERB,0
322,3,",",2,punct,PUNCT,0
322,4,there,1,expl,PRON,0
322,5,'s,0,ROOT,VERB,1
322,6,some,3,det,DET,0
322,7,fine,2,amod,ADJ,0
322,8,sex,1,compound,NOUN,0
322,9,onscreen,4,attr,NOUN,0
322,10,",",5,punct,PUNCT,0
322,11,and,6,cc,CCONJ,0
322,12,some,2,det,DET,0
322,13,tense,1,amod,ADJ,0
322,14,arguing,9,conj,NOUN,0
322,15,",",1,punct,PUNCT,0
322,16,but,2,cc,CCONJ,0
322,17,not,3,neg,PART,0
322,18,a,2,det,DET,0
322,19,whole,1,amod,ADJ,0
322,20,lot,1,npadvmod,NOUN,0
322,21,more,7,conj,ADJ,0
322,22,.,17,punct,PUNCT,0
323,0,It,1,nsubj,PRON,0
323,1,'s,0,ROOT,AUX,1
323,2,neither,1,preconj,CCONJ,0
323,3,as,1,advmod,ADV,0
323,4,romantic,3,acomp,ADJ,0
323,5,nor,1,cc,CCONJ,0
323,6,as,1,advmod,ADV,0
323,7,thrilling,3,conj,NOUN,0
323,8,as,3,mark,SCONJ,0
323,9,it,2,nsubj,PRON,0
323,10,should,1,aux,AUX,0
323,11,be,4,advcl,AUX,0
323,12,.,11,punct,PUNCT,0
324,0,Returning,3,amod,VERB,0
324,1,director,2,compound,NOUN,0
