subject,session,global_sent_idx,local_sent_idx,word_idx,word_count,FFD,GD,TRT,nFix,reg
ZJS,8,329,18,2,21,288.0,288.0,288.0,1,0
ZJS,8,329,18,3,21,320.0,320.0,320.0,1,0
ZJS,8,329,18,4,21,,,,0,0
ZJS,8,329,18,5,21,340.0,340.0,340.0,1,0
ZJS,8,329,18,6,21,,,,0,0
ZJS,8,329,18,7,21,174.0,174.0,174.0,1,0
ZJS,8,329,18,8,21,264.0,264.0,264.0,1,0
ZJS,8,329,18,9,21,186.0,186.0,186.0,1,0
ZJS,8,329,18,10,21,160.0,324.0,324.0,2,0
ZJS,8,329,18,11,21,258.0,258.0,258.0,1,0
ZJS,8,329,18,12,21,160.0,160.0,160.0,1,0
ZJS,8,329,18,13,21,,,,0,0
ZJS,8,329,18,14,21,,,,0,0
ZJS,8,329,18,15,21,,,,0,0
ZJS,8,329,18,16,21,,,,0,0
ZJS,8,329,18,17,21,248.0,468.0,468.0,2,0
ZJS,8,329,18,18,21,,,,0,0
ZJS,8,329,18,19,21,,,,0,0
ZJS,8,329,18,20,21,216.0,292.0,292.0,2,0
ZJS,8,330,19,0,7,,,,0,0
ZJS,8,330,19,1,7,312.0,312.0,312.0,1,0
ZJS,8,330,19,2,7,,,,0,0
ZJS,8,330,19,3,7,200.0,200.0,200.0,1,0
ZJS,8,330,19,4,7,288.0,288.0,288.0,1,0
ZJS,8,330,19,5,7,,,,0,0
ZJS,8,330,19,6,7,204.0,204.0,204.0,1,0
ZJS,8,331,20,0,22,148.0,148.0,148.0,1,1
ZJS,8,331,20,1,22,182.0,182.0,368.0,2,0
ZJS,8,331,20,2,22,178.0,178.0,178.0,1,0
ZJS,8,331,20,3,22,204.0,204.0,204.0,1,0
ZJS,8,331,20,4,22,,,,0,0
ZJS,8,331,20,5,22,,,,0,0
ZJS,8,331,20,6,22,156.0,340.0,340.0,2,0
ZJS,8,331,20,7,22,,,,0,0
ZJS,8,331,20,8,22,242.0,242.0,242.0,1,0
ZJS,8,331,20,9,22,,,,0,0
ZJS,8,331,20,10,22,,,,0,0
ZJS,8,331,20,11,22,,,,0,0
ZJS,8,331,20,12,22,120.0,120.0,672.0,3,1
ZJS,8,331,20,13,22,250.0,250.0,828.0,3,0
ZJS,8,331,20,14,22,,,,0,0
ZJS,8,331,20,15,22,192.0,192.0,192.0,1,0
ZJS,8,331,20,16,22,192.0,192.0,192.0,1,0
ZJS,8,331,20,17,22,,,,0,0
ZJS,8,331,20,18,22,,,,0,0
ZJS,8,331,20,19,22,,,,0,0
ZJS,8,331,20,20,22,,,,0,0
ZJS,8,331,20,21,22,,,,0,0
ZJS,8,332,21,0,28,,,,0,0
ZJS,8,332,21,1,28,156.0,156.0,156.0,1,0
ZJS,8,332,21,2,28,220.0,220.0,220.0,1,0
ZJS,8,332,21,3,28,,,,0,0
ZJS,8,332,21,4,28,,,,0,0
ZJS,8,332,21,5,28,,,,0,0
ZJS,8,332,21,6,28,,,,0,0
ZJS,8,332,21,7,28,168.0,238.0,238.0,2,0
ZJS,8,332,21,8,28,,,,0,0
ZJS,8,332,21,9,28,,,,0,0
ZJS,8,332,21,10,28,,,,0,0
ZJS,8,332,21,11,28,,,,0,0
ZJS,8,332,21,12,28,,,,0,0
ZJS,8,332,21,13,28,,,,0,0
ZJS,8,332,21,14,28,,,,0,0
ZJS,8,332,21,15,28,,,,0,0
ZJS,8,332,21,16,28,,,,0,0
ZJS,8,332,21,17,28,,,,0,0
ZJS,8,332,21,18,28,,,,0,0
ZJS,8,332,21,19,28,,,,0,0
ZJS,8,332,21,20,28,,,,0,0
ZJS,8,332,21,21,28,,,,0,0
ZJS,8,332,21,22,28,,,,0,0
ZJS,8,332,21,23,28,,,,0,0
ZJS,8,332,21,24,28,,,,0,0
ZJS,8,332,21,25,28,,,,0,0
ZJS,8,332,21,26,28,,,,0,0
ZJS,8,332,21,27,28,,,,0,0
ZJS,8,333,22,0,29,178.0,178.0,178.0,1,0
ZJS,8,333,22,1,29,,,,0,0
ZJS,8,333,22,2,29,206.0,206.0,206.0,1,0
ZJS,8,333,22,3,29,,,,0,0
ZJS,8,333,22,4,29,152.0,152.0,152.0,1,0
ZJS,8,333,22,5,29,260.0,260.0,260.0,1,0
ZJS,8,333,22,6,29,,,,0,0
ZJS,8,333,22,7,29,,,,0,0
ZJS,8,333,22,8,29,202.0,202.0,202.0,1,0
ZJS,8,333,22,9,29,406.0,532.0,532.0,2,0
ZJS,8,333,22,10,29,254.0,254.0,254.0,1,0
ZJS,8,333,22,11,29,,,,0,0
ZJS,8,333,22,12,29,,,,0,0
ZJS,8,333,22,13,29,,,,0,0
ZJS,8,333,22,14,29,,,,0,0
ZJS,8,333,22,15,29,,,,0,0
ZJS,8,333,22,16,29,,,,0,0
ZJS,8,333,22,17,29,,,,0,0
ZJS,8,333,22,18,29,,,,0,0
ZJS,8,333,22,19,29,,,,0,0
ZJS,8,333,22,20,29,,,,0,0
ZJS,8,333,22,21,29,,,,0,0
ZJS,8,333,22,22,29,,,,0,0
ZJS,8,333,22,23,29,,,,0,0
ZJS,8,333,22,24,29,,,,0,0
ZJS,8,333,22,25,29,,,,0,0
ZJS,8,333,22,26,29,,,,0,0
ZJS,8,333,22,27,29,,,,0,0
ZJS,8,333,22,28,29,,,,0,0
ZJS,8,334,23,0,23,,,,0,0
ZJS,8,334,23,1,23,256.0,256.0,256.0,1,0
ZJS,8,334,23,2,23,,,,0,0
ZJS,8,334,23,3,23,,,,0,0
ZJS,8,334,23,4,23,,,,0,0
ZJS,8,334,23,5,23,386.0,386.0,386.0,1,0
ZJS,8,334,23,6,23,334.0,334.0,334.0,1,0
ZJS,8,334,23,7,23,220.0,220.0,220.0,1,0
ZJS,8,334,23,8,23,,,,0,0
ZJS,8,334,23,9,23,134.0,134.0,134.0,1,0
ZJS,8,334,23,10,23,,,,0,0
ZJS,8,334,23,11,23,,,,0,0
ZJS,8,334,23,12,23,,,,0,0
ZJS,8,334,23,13,23,166.0,166.0,166.0,1,0
ZJS,8,334,23,14,23,260.0,260.0,260.0,1,0
ZJS,8,334,23,15,23,,,,0,0
ZJS,8,334,23,16,23,276.0,276.0,276.0,1,0
ZJS,8,334,23,17,23,,,,0,0
ZJS,8,334,23,18,23,44.0,314.0,314.0,2,0
ZJS,8,334,23,19,23,,,,0,0
ZJS,8,334,23,20,23,226.0,226.0,226.0,1,0
ZJS,8,334,23,21,23,150.0,150.0,150.0,1,0
ZJS,8,334,23,22,23,,,,0,0
ZJS,8,335,24,0,5,158.0,430.0,430.0,3,0
ZJS,8,335,24,1,5,250.0,250.0,250.0,1,0
ZJS,8,335,24,2,5,162.0,162.0,162.0,1,0
ZJS,8,335,24,3,5,180.0,180.0,180.0,1,0
ZJS,8,335,24,4,5,138.0,334.0,334.0,2,0
ZJS,8,336,25,0,10,214.0,398.0,398.0,2,1
ZJS,8,336,25,1,10,164.0,386.0,386.0,2,0
ZJS,8,336,25,2,10,142.0,142.0,142.0,1,0
ZJS,8,336,25,3,10,242.0,242.0,242.0,1,0
ZJS,8,336,25,4,10,,,,0,0
ZJS,8,336,25,5,10,232.0,232.0,232.0,1,0
ZJS,8,336,25,6,10,278.0,278.0,278.0,1,0
ZJS,8,336,25,7,10,,,,0,0
ZJS,8,336,25,8,10,222.0,222.0,222.0,1,0
ZJS,8,336,25,9,10,76.0,76.0,76.0,1,0
ZJS,8,337,26,0,13,242.0,242.0,242.0,1,1
ZJS,8,337,26,1,13,144.0,144.0,310.0,2,0
ZJS,8,337,26,2,13,,,,0,0
ZJS,8,337,26,3,13,,,,0,0
ZJS,8,337,26,4,13,314.0,314.0,314.0,1,0
ZJS,8,337,26,5,13,,,,0,0
ZJS,8,337,26,6,13,214.0,214.0,214.0,1,0
ZJS,8,337,26,7,13,,,,0,0
ZJS,8,337,26,8,13,138.0,138.0,138.0,1,0
ZJS,8,337,26,9,13,,,,0,0
ZJS,8,337,26,10,13,224.0,224.0,224.0,1,0
ZJS,8,337,26,11,13,,,,0,0
ZJS,8,337,26,12,13,202.0,392.0,392.0,2,0
ZJS,8,338,27,0,14,168.0,168.0,168.0,1,0
ZJS,8,338,27,1,14,,,,0,0
ZJS,8,338,27,2,14,356.0,356.0,356.0,1,0
ZJS,8,338,27,3,14,132.0,132.0,132.0,1,0
ZJS,8,338,27,4,14,272.0,272.0,272.0,1,0
ZJS,8,338,27,5,14,172.0,172.0,172.0,1,0
ZJS,8,338,27,6,14,156.0,156.0,156.0,1,0
ZJS,8,338,27,7,14,,,,0,0
ZJS,8,338,27,8,14,262.0,262.0,262.0,1,0
ZJS,8,338,27,9,14,,,,0,0
ZJS,8,338,27,10,14,126.0,126.0,126.0,1,0
ZJS,8,338,27,11,14,,,,0,0
ZJS,8,338,27,12,14,322.0,322.0,322.0,1,0
ZJS,8,338,27,13,14,,,,0,0
ZJS,8,339,28,0,3,,,,0,0
ZJS,8,339,28,1,3,282.0,456.0,778.0,3,1
ZJS,8,339,28,2,3,276.0,276.0,590.0,2,0
ZJS,8,340,29,0,26,234.0,234.0,234.0,1,0
ZJS,8,340,29,1,26,,,,0,0
ZJS,8,340,29,2,26,,,,0,0
ZJS,8,340,29,3,26,,,,0,0
ZJS,8,340,29,4,26,226.0,226.0,226.0,1,0
ZJS,8,340,29,5,26,,,,0,0
ZJS,8,340,29,6,26,,,,0,0
ZJS,8,340,29,7,26,,,,0,0
ZJS,8,340,29,8,26,174.0,174.0,174.0,1,0
ZJS,8,340,29,9,26,,,,0,0
ZJS,8,340,29,10,26,374.0,374.0,544.0,2,1
ZJS,8,340,29,11,26,,,,0,0
ZJS,8,340,29,12,26,,,,0,0
ZJS,8,340,29,13,26,,,,0,0
ZJS,8,340,29,14,26,,,,0,0
ZJS,8,340,29,15,26,,,,0,0
ZJS,8,340,29,16,26,140.0,140.0,140.0,1,0
ZJS,8,340,29,17,26,100.0,100.0,100.0,1,0
ZJS,8,340,29,18,26,,,,0,0
ZJS,8,340,29,19,26,,,,0,0
ZJS,8,340,29,20,26,,,,0,0
ZJS,8,340,29,21,26,222.0,222.0,222.0,1,0
ZJS,8,340,29,22,26,,,,0,0
ZJS,8,340,29,23,26,254.0,254.0,254.0,1,0
ZJS,8,340,29,24,26,240.0,240.0,240.0,1,0
ZJS,8,340,29,25,26,182.0,368.0,368.0,2,0
ZJS,8,341,30,0,4,156.0,588.0,588.0,3,0
ZJS,8,341,30,1,4,830.0,830.0,830.0,1,0
ZJS,8,341,30,2,4,,,,0,0
ZJS,8,341,30,3,4,156.0,508.0,508.0,2,0
ZJS,8,342,31,0,21,218.0,330.0,330.0,2,1
ZJS,8,342,31,1,21,322.0,322.0,322.0,1,0
ZJS,8,342,31,2,21,96.0,96.0,258.0,2,0
ZJS,8,342,31,3,21,170.0,432.0,432.0,2,0
ZJS,8,342,31,4,21,,,,0,0
ZJS,8,342,31,5,21,,,,0,0
ZJS,8,342,31,6,21,,,,0,0
ZJS,8,342,31,7,21,,,,0,0
ZJS,8,342,31,8,21,,,,0,0
ZJS,8,342,31,9,21,,,,0,0
ZJS,8,342,31,10,21,,,,0,0
ZJS,8,342,31,11,21,,,,0,0
ZJS,8,342,31,12,21,,,,0,0
ZJS,8,342,31,13,21,,,,0,0
ZJS,8,342,31,14,21,,,,0,0
ZJS,8,342,31,15,21,,,,0,0
ZJS,8,342,31,16,21,,,,0,0
ZJS,8,342,31,17,21,,,,0,0
ZJS,8,342,31,18,21,,,,0,0
ZJS,8,342,31,19,21,,,,0,0
ZJS,8,342,31,20,21,,,,0,0
ZJS,8,343,32,0,18,278.0,278.0,278.0,1,0
ZJS,8,343,32,1,18,174.0,174.0,174.0,1,0
ZJS,8,343,32,2,18,194.0,194.0,194.0,1,0
ZJS,8,343,32,3,18,,,,0,0
ZJS,8,343,32,4,18,,,,0,0
ZJS,8,343,32,5,18,238.0,238.0,238.0,1,0
ZJS,8,343,32,6,18,,,,0,0
ZJS,8,343,32,7,18,210.0,210.0,210.0,1,0
ZJS,8,343,32,8,18,,,,0,0
ZJS,8,343,32,9,18,182.0,440.0,440.0,3,0
ZJS,8,343,32,10,18,204.0,204.0,204.0,1,0
ZJS,8,343,32,11,18,,,,0,0
ZJS,8,343,32,12,18,,,,0,0
ZJS,8,343,32,13,18,,,,0,0
ZJS,8,343,32,14,18,220.0,220.0,220.0,1,0
ZJS,8,343,32,15,18,,,,0,0
ZJS,8,343,32,16,18,,,,0,0
ZJS,8,343,32,17,18,,,,0,0
ZJS,8,344,33,0,33,132.0,302.0,302.0,2,0
ZJS,8,344,33,1,33,,,,0,0
ZJS,8,344,33,2,33,318.0,318.0,318.0,1,0
ZJS,8,344,33,3,33,,,,0,0
ZJS,8,344,33,4,33,,,,0,0
ZJS,8,344,33,5,33,262.0,262.0,262.0,1,0
ZJS,8,344,33,6,33,224.0,224.0,224.0,1,0
ZJS,8,344,33,7,33,,,,0,0
ZJS,8,344,33,8,33,264.0,264.0,264.0,1,0
ZJS,8,344,33,9,33,,,,0,0
ZJS,8,344,33,10,33,298.0,558.0,558.0,2,0
ZJS,8,344,33,11,33,270.0,270.0,270.0,1,0
ZJS,8,344,33,12,33,,,,0,0
ZJS,8,344,33,13,33,226.0,226.0,226.0,1,0
ZJS,8,344,33,14,33,142.0,142.0,142.0,1,0
ZJS,8,344,33,15,33,,,,0,0
ZJS,8,344,33,16,33,,,,0,0
ZJS,8,344,33,17,33,,,,0,0
ZJS,8,344,33,18,33,,,,0,0
ZJS,8,344,33,19,33,,,,0,0
ZJS,8,344,33,20,33,,,,0,0
ZJS,8,344,33,21,33,,,,0,0
ZJS,8,344,33,22,33,,,,0,0
ZJS,8,344,33,23,33,,,,0,0
ZJS,8,344,33,24,33,,,,0,0
ZJS,8,344,33,25,33,,,,0,0
ZJS,8,344,33,26,33,,,,0,0
ZJS,8,344,33,27,33,,,,0,0
ZJS,8,344,33,28,33,,,,0,0
ZJS,8,344,33,29,33,,,,0,0
ZJS,8,344,33,30,33,,,,0,0
ZJS,8,344,33,31,33,,,,0,0
ZJS,8,344,33,32,33,,,,0,0
ZJS,8,345,34,0,25,236.0,408.0,408.0,2,0
ZJS,8,345,34,1,25,560.0,560.0,560.0,1,0
ZJS,8,345,34,2,25,,,,0,0
ZJS,8,345,34,3,25,494.0,716.0,716.0,2,0
ZJS,8,345,34,4,25,,,,0,0
ZJS,8,345,34,5,25,258.0,258.0,258.0,1,0
ZJS,8,345,34,6,25,90.0,90.0,90.0,1,0
ZJS,8,345,34,7,25,,,,0,0
ZJS,8,345,34,8,25,260.0,260.0,260.0,1,0
ZJS,8,345,34,9,25,,,,0,0
ZJS,8,345,34,10,25,292.0,292.0,292.0,1,0
ZJS,8,345,34,11,25,,,,0,0
ZJS,8,345,34,12,25,,,,0,0
ZJS,8,345,34,13,25,190.0,190.0,190.0,1,0
ZJS,8,345,34,14,25,210.0,210.0,210.0,1,0
ZJS,8,345,34,15,25,204.0,204.0,204.0,1,0
ZJS,8,345,34,16,25,234.0,234.0,234.0,1,0
ZJS,8,345,34,17,25,,,,0,0
ZJS,8,345,34,18,25,,,,0,0
ZJS,8,345,34,19,25,274.0,274.0,274.0,1,0
ZJS,8,345,34,20,25,,,,0,0
ZJS,8,345,34,21,25,,,,0,0
ZJS,8,345,34,22,25,,,,0,0
ZJS,8,345,34,23,25,204.0,204.0,204.0,1,0
ZJS,8,345,34,24,25,220.0,220.0,220.0,1,0
ZJS,8,346,35,0,31,198.0,198.0,198.0,1,1
ZJS,8,346,35,1,31,130.0,130.0,478.0,3,0
ZJS,8,346,35,2,31,,,,0,0
ZJS,8,346,35,3,31,192.0,192.0,192.0,1,0
ZJS,8,346,35,4,31,,,,0,0
ZJS,8,346,35,5,31,156.0,156.0,156.0,1,0
ZJS,8,346,35,6,31,152.0,152.0,152.0,1,0
ZJS,8,346,35,7,31,,,,0,0
ZJS,8,346,35,8,31,,,,0,0
ZJS,8,346,35,9,31,274.0,396.0,396.0,2,0
ZJS,8,346,35,10,31,,,,0,0
ZJS,8,346,35,11,31,122.0,522.0,522.0,3,0
ZJS,8,346,35,12,31,,,,0,0
ZJS,8,346,35,13,31,176.0,176.0,176.0,1,0
ZJS,8,346,35,14,31,,,,0,0
ZJS,8,346,35,15,31,220.0,220.0,220.0,1,0
ZJS,8,346,35,16,31,,,,0,0
ZJS,8,346,35,17,31,,,,0,0
ZJS,8,346,35,18,31,,,,0,0
ZJS,8,346,35,19,31,,,,0,0
ZJS,8,346,35,20,31,,,,0,0
ZJS,8,346,35,21,31,,,,0,0
ZJS,8,346,35,22,31,,,,0,0
ZJS,8,346,35,23,31,,,,0,0
ZJS,8,346,35,24,31,,,,0,0
ZJS,8,346,35,25,31,,,,0,0
ZJS,8,346,35,26,31,,,,0,0
ZJS,8,346,35,27,31,,,,0,0
ZJS,8,346,35,28,31,,,,0,0
ZJS,8,346,35,29,31,,,,0,0
ZJS,8,346,35,30,31,,,,0,0
ZJS,8,347,36,0,27,148.0,148.0,148.0,1,1
ZJS,8,347,36,1,27,146.0,146.0,386.0,2,0
ZJS,8,347,36,2,27,242.0,242.0,242.0,1,0
ZJS,8,347,36,3,27,,,,0,0
ZJS,8,347,36,4,27,,,,0,0
ZJS,8,347,36,5,27,,,,0,0
ZJS,8,347,36,6,27,,,,0,0
ZJS,8,347,36,7,27,,,,0,0
ZJS,8,347,36,8,27,,,,0,0
ZJS,8,347,36,9,27,,,,0,0
ZJS,8,347,36,10,27,,,,0,0
ZJS,8,347,36,11,27,,,,0,0
ZJS,8,347,36,12,27,,,,0,0
ZJS,8,347,36,13,27,,,,0,0
ZJS,8,347,36,14,27,,,,0,0
ZJS,8,347,36,15,27,,,,0,0
ZJS,8,347,36,16,27,,,,0,0
ZJS,8,347,36,17,27,,,,0,0
ZJS,8,347,36,18,27,,,,0,0
ZJS,8,347,36,19,27,,,,0,0
ZJS,8,347,36,20,27,,,,0,0
ZJS,8,347,36,21,27,,,,0,0
ZJS,8,347,36,22,27,,,,0,0
ZJS,8,347,36,23,27,,,,0,0
ZJS,8,347,36,24,27,,,,0,0
ZJS,8,347,36,25,27,,,,0,0
ZJS,8,347,36,26,27,,,,0,0
ZJS,8,348,37,0,12,144.0,802.0,802.0,3,0
ZJS,8,348,37,1,12,,,,0,0
ZJS,8,348,37,2,12,504.0,504.0,504.0,1,0
ZJS,8,348,37,3,12,290.0,290.0,290.0,1,0
ZJS,8,348,37,4,12,,,,0,0
ZJS,8,348,37,5,12,238.0,238.0,238.0,1,0
ZJS,8,348,37,6,12,194.0,194.0,194.0,1,0
ZJS,8,348,37,7,12,,,,0,0
ZJS,8,348,37,8,12,136.0,520.0,520.0,3,0
ZJS,8,348,37,9,12,,,,0,0
ZJS,8,348,37,10,12,250.0,250.0,250.0,1,0
ZJS,8,348,37,11,12,228.0,228.0,228.0,1,0
ZJS,8,349,38,0,9,192.0,370.0,370.0,2,0
ZJS,8,349,38,1,9,190.0,384.0,384.0,2,0
ZJS,8,349,38,2,9,,,,0,0
ZJS,8,349,38,3,9,258.0,422.0,422.0,2,0
ZJS,8,349,38,4,9,,,,0,0
ZJS,8,349,38,5,9,,,,0,0
ZJS,8,349,38,6,9,178.0,178.0,178.0,1,0
ZJS,8,349,38,7,9,,,,0,0
ZJS,8,349,38,8,9,,,,0,0
ZJS,8,350,39,0,7,314.0,314.0,314.0,1,0
ZJS,8,350,39,1,7,,,,0,0
ZJS,8,350,39,2,7,,,,0,0
ZJS,8,350,39,3,7,154.0,154.0,154.0,1,0
ZJS,8,350,39,4,7,,,,0,0
ZJS,8,350,39,5,7,,,,0,0
ZJS,8,350,39,6,7,246.0,246.0,246.0,1,0
ZJS,8,351,40,0,18,244.0,244.0,244.0,1,1
ZJS,8,351,40,1,18,202.0,202.0,202.0,1,0
ZJS,8,351,40,2,18,,,,0,0
ZJS,8,351,40,3,18,,,,0,0
ZJS,8,351,40,4,18,180.0,318.0,318.0,2,0
ZJS,8,351,40,5,18,234.0,234.0,234.0,1,0
ZJS,8,351,40,6,18,218.0,218.0,218.0,1,0
ZJS,8,351,40,7,18,,,,0,0
ZJS,8,351,40,8,18,186.0,186.0,186.0,1,0
ZJS,8,351,40,9,18,288.0,288.0,288.0,1,0
ZJS,8,351,40,10,18,62.0,62.0,242.0,2,0
ZJS,8,351,40,11,18,262.0,262.0,262.0,1,0
ZJS,8,351,40,12,18,,,,0,0
ZJS,8,351,40,13,18,256.0,256.0,256.0,1,0
ZJS,8,351,40,14,18,182.0,182.0,182.0,1,0
ZJS,8,351,40,15,18,184.0,184.0,184.0,1,0
ZJS,8,351,40,16,18,,,,0,0
ZJS,8,351,40,17,18,,,,0,0
ZJS,8,352,41,0,13,134.0,134.0,134.0,1,1
ZJS,8,352,41,1,13,162.0,162.0,162.0,1,1
ZJS,8,352,41,2,13,92.0,92.0,224.0,2,0
ZJS,8,352,41,3,13,236.0,522.0,522.0,2,0
ZJS,8,352,41,4,13,380.0,380.0,612.0,2,0
ZJS,8,352,41,5,13,,,,0,0
ZJS,8,352,41,6,13,276.0,276.0,276.0,1,0
ZJS,8,352,41,7,13,,,,0,0
ZJS,8,352,41,8,13,168.0,388.0,388.0,2,0
ZJS,8,352,41,9,13,164.0,476.0,476.0,2,0
ZJS,8,352,41,10,13,24.0,24.0,226.0,2,0
ZJS,8,352,41,11,13,198.0,198.0,198.0,1,0
ZJS,8,352,41,12,13,358.0,400.0,400.0,2,0
ZJS,8,353,42,0,4,180.0,908.0,908.0,4,0
ZJS,8,353,42,1,4,158.0,438.0,438.0,2,0
ZJS,8,353,42,2,4,,,,0,0
ZJS,8,353,42,3,4,270.0,270.0,270.0,1,0
ZKB,1,0,0,0,22,462.0,462.0,462.0,1,1
ZKB,1,0,0,1,22,164.0,164.0,164.0,1,1
ZKB,1,0,0,2,22,190.0,190.0,618.0,4,1
ZKB,1,0,0,3,22,210.0,210.0,494.0,3,1
ZKB,1,0,0,4,22,114.0,114.0,612.0,3,0
ZKB,1,0,0,5,22,172.0,172.0,862.0,4,1
ZKB,1,0,0,6,22,152.0,152.0,392.0,2,1
ZKB,1,0,0,7,22,224.0,224.0,532.0,3,1
ZKB,1,0,0,8,22,242.0,242.0,242.0,1,0
ZKB,1,0,0,9,22,236.0,236.0,608.0,3,0
ZKB,1,0,0,10,22,300.0,448.0,504.0,3,0
ZKB,1,0,0,11,22,,,,0,0
ZKB,1,0,0,12,22,,,,0,0
ZKB,1,0,0,13,22,164.0,164.0,164.0,1,0
ZKB,1,0,0,14,22,92.0,92.0,300.0,2,0
ZKB,1,0,0,15,22,,,,0,0
ZKB,1,0,0,16,22,210.0,210.0,210.0,1,0
ZKB,1,0,0,17,22,228.0,228.0,228.0,1,1
ZKB,1,0,0,18,22,172.0,300.0,594.0,4,0
ZKB,1,0,0,19,22,,,,0,0
ZKB,1,0,0,20,22,,,,0,0
ZKB,1,0,0,21,22,,,,0,0
ZKB,1,1,1,0,22,248.0,248.0,446.0,2,1
ZKB,1,1,1,1,22,138.0,138.0,660.0,4,1
ZKB,1,1,1,2,22,196.0,196.0,864.0,4,1
ZKB,1,1,1,3,22,242.0,242.0,560.0,3,0
ZKB,1,1,1,4,22,310.0,310.0,310.0,1,0
ZKB,1,1,1,5,22,212.0,212.0,212.0,1,0
ZKB,1,1,1,6,22,168.0,640.0,640.0,3,0
ZKB,1,1,1,7,22,266.0,266.0,266.0,1,1
ZKB,1,1,1,8,22,140.0,140.0,566.0,3,1
ZKB,1,1,1,9,22,188.0,188.0,800.0,4,1
ZKB,1,1,1,10,22,170.0,170.0,500.0,2,1
ZKB,1,1,1,11,22,384.0,384.0,1042.0,3,1
ZKB,1,1,1,12,22,196.0,196.0,196.0,1,0
ZKB,1,1,1,13,22,,,,0,0
ZKB,1,1,1,14,22,176.0,176.0,788.0,4,1
ZKB,1,1,1,15,22,282.0,282.0,504.0,2,0
ZKB,1,1,1,16,22,,,,0,0
ZKB,1,1,1,17,22,154.0,154.0,154.0,1,1
ZKB,1,1,1,18,22,,,,0,0
ZKB,1,1,1,19,22,132.0,132.0,316.0,2,0
ZKB,1,1,1,20,22,284.0,284.0,284.0,1,1
ZKB,1,1,1,21,22,318.0,318.0,472.0,2,0
ZKB,1,2,2,0,16,168.0,168.0,168.0,1,1
ZKB,1,2,2,1,16,216.0,216.0,216.0,1,1
ZKB,1,2,2,2,16,122.0,122.0,758.0,4,0
ZKB,1,2,2,3,16,,,,0,0
ZKB,1,2,2,4,16,250.0,250.0,250.0,1,0
ZKB,1,2,2,5,16,272.0,272.0,272.0,1,0
ZKB,1,2,2,6,16,204.0,204.0,204.0,1,1
ZKB,1,2,2,7,16,,,,0,0
ZKB,1,2,2,8,16,274.0,274.0,452.0,2,0
ZKB,1,2,2,9,16,,,,0,0
ZKB,1,2,2,10,16,148.0,148.0,290.0,2,0
ZKB,1,2,2,11,16,168.0,168.0,318.0,2,0
ZKB,1,2,2,12,16,,,,0,0
ZKB,1,2,2,13,16,368.0,368.0,632.0,2,1
ZKB,1,2,2,14,16,126.0,126.0,268.0,2,0
ZKB,1,2,2,15,16,,,,0,0
ZKB,1,3,3,0,5,,,,0,0
ZKB,1,3,3,1,5,166.0,450.0,1044.0,4,1
ZKB,1,3,3,2,5,94.0,94.0,778.0,5,1
ZKB,1,3,3,3,5,172.0,450.0,2236.0,11,1
ZKB,1,3,3,4,5,178.0,178.0,412.0,2,0
ZKB,1,4,4,0,13,218.0,746.0,1540.0,7,1
ZKB,1,4,4,1,13,214.0,214.0,492.0,2,1
ZKB,1,4,4,2,13,344.0,516.0,2404.0,8,0
ZKB,1,4,4,3,13,278.0,278.0,278.0,1,0
ZKB,1,4,4,4,13,172.0,482.0,482.0,2,0
ZKB,1,4,4,5,13,220.0,220.0,220.0,1,0
ZKB,1,4,4,6,13,206.0,206.0,206.0,1,0
ZKB,1,4,4,7,13,,,,0,0
ZKB,1,4,4,8,13,116.0,1210.0,1210.0,4,0
ZKB,1,4,4,9,13,194.0,194.0,194.0,1,0
ZKB,1,4,4,10,13,160.0,160.0,160.0,1,1
ZKB,1,4,4,11,13,,,,0,0
ZKB,1,4,4,12,13,100.0,100.0,100.0,1,0
ZKB,1,5,5,0,16,,,,0,0
ZKB,1,5,5,1,16,,,,0,0
ZKB,1,5,5,2,16,186.0,186.0,522.0,2,0
ZKB,1,5,5,3,16,230.0,230.0,230.0,1,0
ZKB,1,5,5,4,16,,,,0,0
ZKB,1,5,5,5,16,262.0,262.0,812.0,3,1
ZKB,1,5,5,6,16,162.0,162.0,1020.0,5,1
ZKB,1,5,5,7,16,266.0,266.0,856.0,3,1
ZKB,1,5,5,8,16,290.0,290.0,558.0,2,0
ZKB,1,5,5,9,16,230.0,230.0,230.0,1,0
ZKB,1,5,5,10,16,206.0,206.0,620.0,3,1
ZKB,1,5,5,11,16,170.0,170.0,612.0,4,0
ZKB,1,5,5,12,16,,,,0,0
ZKB,1,5,5,13,16,,,,0,0
ZKB,1,5,5,14,16,166.0,166.0,394.0,2,0
ZKB,1,5,5,15,16,154.0,292.0,458.0,3,0
ZKB,1,6,6,0,19,,,,0,0
ZKB,1,6,6,1,19,,,,0,0
ZKB,1,6,6,2,19,122.0,122.0,228.0,2,0
ZKB,1,6,6,3,19,198.0,198.0,198.0,1,0
ZKB,1,6,6,4,19,132.0,132.0,334.0,2,1
ZKB,1,6,6,5,19,160.0,160.0,676.0,3,1
ZKB,1,6,6,6,19,206.0,206.0,840.0,4,1
ZKB,1,6,6,7,19,224.0,224.0,224.0,1,1
ZKB,1,6,6,8,19,160.0,308.0,980.0,5,0
ZKB,1,6,6,9,19,,,,0,0
ZKB,1,6,6,10,19,314.0,314.0,314.0,1,0
ZKB,1,6,6,11,19,,,,0,0
ZKB,1,6,6,12,19,,,,0,0
